# 10mph Winds (Up to date),
,
,
Altitude [ft],Drift Distance [ft]
0,0
9.63E-04,0
0.0089216,0
0.031626,0
0.073288,0
0.1366,0
0.22332,0
0.33417,0
0.46938,0
0.62913,0
0.81356,0
1.0228,0
1.2571,0
1.5164,0
1.8008,0
2.1105,0
2.4456,0
2.8061,0
3.1922,0
3.6039,0
4.0413,0
4.5043,0
4.9931,0
5.5077,0
6.0481,0
6.6144,0
7.2065,0
7.8244,0
8.4683,0
9.4826,4.14E-04
11.114,0.0026281
13.81,0.0096739
18.362,0.028648
23.59,0.057909
29.507,0.096916
36.125,0.14422
43.457,0.19725
51.516,0.25209
60.313,0.30328
69.859,0.34367
80.163,0.36443
91.235,0.355
103.08,0.30339
115.7,0.19686
129.1,0.022475
143.26,0.23262
158.19,0.58021
173.87,1.0301
190.32,1.5891
207.53,2.26
225.49,3.0407
244.2,3.9243
263.66,4.8996
283.87,5.9526
304.82,7.0686
326.51,8.2337
348.93,9.4375
372.05,10.675
395.86,11.949
420.35,13.268
445.5,14.645
471.29,16.092
497.7,17.621
524.71,19.236
552.32,20.933
580.51,22.701
609.26,24.525
638.56,26.393
668.4,28.294
698.77,30.227
729.65,32.201
761.02,34.226
792.89,36.314
825.23,38.468
858.04,40.687
891.32,42.96
925.06,45.275
959.22,47.622
993.72,49.994
1028.4,52.384
1063.2,54.79
1097.9,57.205
1132.4,59.622
1166.7,62.033
1200.8,64.427
1234.6,66.8
1268.3,69.152
1301.6,71.486
1334.8,73.805
1367.7,76.116
1400.5,78.419
1433,80.714
1465.2,82.997
1497.3,85.266
1529.2,87.517
1560.8,89.752
1592.2,91.971
1623.5,94.179
1654.5,96.377
1685.3,98.567
1715.9,100.75
1746.3,102.92
1776.6,105.08
1806.6,107.22
1836.4,109.36
1866,111.47
1895.5,113.58
1924.7,115.68
1953.8,117.76
1982.7,119.84
2011.4,121.91
2039.9,123.98
2068.2,126.03
2096.4,128.06
2124.3,130.09
2152.1,132.11
2179.7,134.11
2207.2,136.11
2234.5,138.1
2261.5,140.08
2288.5,142.05
2315.2,144.01
2341.8,145.97
2368.2,147.91
2394.5,149.84
2420.6,151.77
2446.5,153.68
2472.3,155.59
2497.9,157.49
2523.3,159.38
2548.6,161.26
2573.7,163.14
2598.7,165
2623.5,166.86
2648.1,168.72
2672.6,170.56
2697,172.39
2721.2,174.22
2745.2,176.04
2769.1,177.85
2792.8,179.65
2816.4,181.45
2839.9,183.24
2863.2,185.02
2886.4,186.8
2909.4,188.56
2932.2,190.33
2955,192.08
2977.6,193.83
3.00E+03,195.57
3022.3,197.3
3044.5,199.03
3066.5,200.75
3088.4,202.46
3110.1,204.16
3131.8,205.86
3153.2,207.56
3174.6,209.25
3195.8,210.93
3216.9,212.6
3237.8,214.27
3258.6,215.94
3279.3,217.59
3299.9,219.24
3320.3,220.89
3340.6,222.53
3360.7,224.16
3380.8,225.79
3400.7,227.41
3420.5,229.03
3440.1,230.64
3459.7,232.24
3479.1,233.84
3498.3,235.44
3517.5,237.03
3536.5,238.61
3555.5,240.19
3574.2,241.76
3592.9,243.33
3611.5,244.89
3629.9,246.45
3648.2,248
3666.4,249.55
3684.5,251.09
